video,prompt,visual_quality_mean,visual_quality_std,temporal_consistency_mean,temporal_consistency_std,dynamic_degree_mean,dynamic_degree_std,text_to_video_alignment_mean,text_to_video_alignment_std,factual_consistency_mean,factual_consistency_std
0000_hunyuan_1724_alpha_0.3.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.979,0.007,4.031,0.0,4.062,0.0,3.943,0.007,4.031,0.0
0000_hunyuan_1724_alpha_0.4.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.995,0.007,4.052,0.015,4.062,0.0,3.932,0.015,4.031,0.0
0000_hunyuan_1724_alpha_0.5.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.974,0.007,4.031,0.0,4.052,0.015,3.906,0.013,4.031,0.0
0000_alpha_357741999_alpha_1.0.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.88,0.007,3.865,0.007,3.901,0.007,3.542,0.019,3.911,0.007
0000_alpha_357741999_alpha_0.9.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.896,0.015,3.896,0.007,3.911,0.007,3.542,0.015,3.938,0.013
0000_alpha_357741999_sora_watermark.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.922,0.0,3.911,0.007,3.922,0.0,3.458,0.007,3.953,0.0
0000_hunyuan_1724_alpha_0.6.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.984,0.013,4.031,0.0,4.062,0.0,3.891,0.0,4.031,0.0
0000_hunyuan_1724_alpha_0.7.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.99,0.007,4.031,0.0,4.062,0.0,3.906,0.013,4.031,0.0
0000_hunyuan_1724_alpha_0.8.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.99,0.015,4.031,0.0,4.062,0.0,3.917,0.015,4.031,0.0
0000_hunyuan_1724_alpha_0.9.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.979,0.007,4.031,0.0,4.062,0.0,3.927,0.007,4.021,0.015
0000_hunyuan_1724_alpha_1.0.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.99,0.007,4.042,0.015,4.062,0.0,3.922,0.022,4.031,0.0
0000_hunyuan_1724_sora_watermark.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",4.01,0.015,4.031,0.0,4.062,0.0,3.812,0.013,4.062,0.0
0000_pika_1657819738_alpha_0.1.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",2.464,0.007,2.625,0.013,2.781,0.0,2.802,0.007,2.755,0.007
0000_pika_1657819738_alpha_0.2.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",2.547,0.0,2.661,0.007,2.87,0.007,2.823,0.007,2.812,0.0
0000_pika_1657819738_alpha_0.3.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",2.547,0.013,2.661,0.019,2.875,0.0,2.807,0.007,2.823,0.007
0000_pika_1657819738_alpha_0.4.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",2.599,0.015,2.688,0.013,2.911,0.015,2.818,0.007,2.859,0.013
0000_pika_1657819738_alpha_0.5.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",2.609,0.0,2.719,0.0,2.906,0.0,2.833,0.007,2.885,0.007
0000_pika_1657819738_alpha_0.6.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",2.573,0.019,2.688,0.0,2.875,0.0,2.802,0.007,2.839,0.007
0000_pika_1657819738_alpha_0.8.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",2.552,0.007,2.693,0.015,2.865,0.007,2.807,0.019,2.844,0.013
0000_pika_1657819738_alpha_0.7.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",2.589,0.007,2.719,0.013,2.891,0.0,2.823,0.007,2.875,0.0
0000_pika_1657819738_alpha_0.9.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",2.542,0.041,2.672,0.022,2.859,0.022,2.802,0.015,2.828,0.034
0000_pika_1657819738_alpha_1.0.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",2.443,0.007,2.646,0.007,2.776,0.007,2.776,0.007,2.766,0.013
0000_pika_1657819738_sora_watermark.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.104,0.007,3.052,0.007,3.302,0.019,3.016,0.013,3.24,0.007
0000_ray2_1_alpha_0.1.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.953,0.0,3.953,0.0,4.0,0.0,3.786,0.007,3.984,0.0
0000_ray2_1_alpha_0.2.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.948,0.007,3.943,0.015,3.995,0.007,3.734,0.022,3.979,0.007
0000_ray2_1_alpha_0.4.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.974,0.007,3.943,0.007,3.99,0.007,3.698,0.007,3.979,0.007
0000_ray2_1_alpha_0.3.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.964,0.007,3.938,0.013,3.974,0.019,3.688,0.0,3.974,0.007
0000_ray2_1_alpha_0.5.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.974,0.007,3.948,0.015,3.979,0.015,3.672,0.022,3.984,0.013
0000_ray2_1_alpha_0.6.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.974,0.007,3.943,0.007,3.969,0.013,3.677,0.015,3.974,0.007
0000_ray2_1_alpha_0.7.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.99,0.007,3.964,0.007,3.995,0.007,3.703,0.013,4.0,0.0
0000_ray2_1_alpha_0.8.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.979,0.015,3.943,0.019,3.974,0.019,3.677,0.007,3.974,0.007
0000_ray2_1_alpha_0.9.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.995,0.007,3.953,0.0,3.995,0.007,3.703,0.013,3.99,0.007
0000_sora_0_alpha_0.1.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.589,0.13,3.495,0.152,3.88,0.106,3.854,0.145,3.552,0.138
0000_ray2_1_alpha_1.0.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.99,0.007,3.958,0.007,3.984,0.013,3.708,0.019,3.984,0.0
0000_sora_0_alpha_0.2.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.74,0.07,3.63,0.092,3.948,0.074,3.901,0.107,3.672,0.078
0000_sora_0_alpha_0.3.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.781,0.022,3.714,0.041,3.984,0.046,3.948,0.074,3.719,0.034
0000_ray2_1_sora_watermark.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.99,0.007,3.953,0.013,3.953,0.0,3.583,0.007,3.995,0.007
0000_sora_0_alpha_0.4.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.797,0.013,3.734,0.013,4.0,0.0,3.984,0.013,3.74,0.007
0000_sora_0_alpha_0.5.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.839,0.007,3.776,0.007,4.01,0.015,3.974,0.027,3.771,0.007
0000_sora_0_alpha_0.6.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.844,0.013,3.812,0.013,4.01,0.015,4.01,0.015,3.797,0.013
0000_sora_0_alpha_0.7.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.797,0.013,3.693,0.019,3.974,0.019,3.896,0.029,3.719,0.026
0000_sora_0_alpha_0.8.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.812,0.013,3.75,0.013,4.0,0.0,3.984,0.022,3.76,0.007
0000_sora_0_alpha_0.9.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.786,0.007,3.693,0.019,3.969,0.022,3.891,0.056,3.724,0.019
0000_sora_0_alpha_1.0.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.719,0.026,3.615,0.027,3.927,0.007,3.818,0.019,3.661,0.039
0000_sora_0_sora_watermark.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.995,0.032,3.932,0.041,4.005,0.019,3.786,0.007,3.948,0.052
0001_alpha_219242721_alpha_0.1.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.755,0.007,2.641,0.034,2.443,0.037,2.333,0.007,2.583,0.019
0001_alpha_219242721_alpha_0.2.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.755,0.007,2.672,0.044,2.411,0.059,2.344,0.013,2.599,0.029
0001_alpha_219242721_alpha_0.3.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.76,0.007,2.672,0.051,2.411,0.039,2.349,0.019,2.604,0.032
0001_alpha_219242721_alpha_0.5.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.75,0.0,2.625,0.026,2.458,0.019,2.333,0.007,2.573,0.019
0001_alpha_219242721_alpha_0.4.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.75,0.0,2.641,0.013,2.453,0.013,2.344,0.0,2.578,0.0
0001_alpha_219242721_alpha_0.7.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.745,0.007,2.656,0.013,2.417,0.019,2.339,0.007,2.594,0.013
0001_alpha_219242721_alpha_0.8.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.729,0.007,2.62,0.007,2.458,0.015,2.333,0.007,2.562,0.013
0001_alpha_219242721_alpha_0.6.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.734,0.0,2.651,0.019,2.411,0.041,2.344,0.0,2.589,0.007
0001_alpha_219242721_alpha_0.9.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.74,0.007,2.641,0.0,2.443,0.007,2.328,0.0,2.589,0.007
0001_hunyuan_1724_alpha_0.1.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.755,0.007,2.578,0.0,2.88,0.007,3.068,0.007,2.422,0.0
0001_hunyuan_1724_alpha_0.2.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.766,0.0,2.573,0.007,2.885,0.007,3.062,0.0,2.438,0.0
0001_hunyuan_1724_alpha_0.3.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.771,0.007,2.552,0.007,2.922,0.013,3.073,0.015,2.411,0.007
0001_hunyuan_1724_alpha_0.4.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.786,0.007,2.568,0.007,2.917,0.007,3.083,0.015,2.417,0.007
0001_alpha_219242721_alpha_1.0.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.734,0.0,2.667,0.063,2.417,0.048,2.354,0.019,2.609,0.034
0001_hunyuan_1724_alpha_0.5.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.766,0.0,2.552,0.007,2.906,0.0,3.062,0.0,2.422,0.0
0001_alpha_219242721_sora_watermark.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.797,0.0,2.63,0.007,2.651,0.007,2.349,0.007,2.646,0.007
0001_hunyuan_1724_alpha_0.6.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.75,0.0,2.531,0.013,2.885,0.015,3.047,0.013,2.401,0.007
0001_hunyuan_1724_alpha_0.7.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.729,0.007,2.51,0.007,2.901,0.007,3.047,0.013,2.385,0.007
0001_hunyuan_1724_alpha_0.9.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.708,0.007,2.432,0.007,2.943,0.007,3.078,0.0,2.333,0.007
0001_hunyuan_1724_alpha_1.0.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.693,0.015,2.448,0.015,2.906,0.013,3.057,0.007,2.339,0.007
0001_hunyuan_1724_alpha_0.8.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.729,0.007,2.474,0.007,2.948,0.007,3.073,0.015,2.359,0.0
0001_hunyuan_1724_sora_watermark.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.964,0.015,2.734,0.022,2.938,0.0,2.88,0.007,2.719,0.022
0001_pika_2470897855_alpha_0.2.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.578,0.0,2.458,0.007,2.651,0.007,2.417,0.007,2.276,0.007
0001_pika_2470897855_alpha_0.1.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.495,0.007,2.448,0.007,2.562,0.0,2.391,0.0,2.219,0.0
0001_pika_2470897855_alpha_0.3.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.609,0.013,2.484,0.013,2.688,0.0,2.422,0.013,2.312,0.013
0001_pika_2470897855_alpha_0.6.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.599,0.007,2.458,0.007,2.682,0.007,2.443,0.015,2.339,0.007
0001_pika_2470897855_alpha_0.5.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.609,0.0,2.458,0.007,2.688,0.0,2.427,0.007,2.323,0.007
0001_pika_2470897855_alpha_0.4.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.63,0.019,2.479,0.007,2.719,0.013,2.432,0.007,2.339,0.015
0001_pika_2470897855_alpha_0.8.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.542,0.007,2.448,0.007,2.594,0.0,2.417,0.015,2.307,0.007
0001_pika_2470897855_alpha_0.7.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.578,0.013,2.453,0.013,2.641,0.013,2.411,0.007,2.318,0.019
0001_pika_2470897855_alpha_0.9.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.531,0.0,2.448,0.015,2.573,0.007,2.406,0.0,2.302,0.007
0001_ray2_1_alpha_0.1.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.724,0.015,2.745,0.041,2.505,0.032,2.635,0.019,2.719,0.022
0001_pika_2470897855_alpha_1.0.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.531,0.0,2.448,0.007,2.568,0.007,2.385,0.007,2.297,0.0
0001_ray2_1_alpha_0.2.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.745,0.007,2.76,0.007,2.49,0.007,2.615,0.007,2.75,0.0
0001_ray2_1_alpha_0.3.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.766,0.0,2.719,0.022,2.615,0.015,2.651,0.007,2.74,0.007
0001_ray2_1_alpha_0.4.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.812,0.0,2.74,0.007,2.656,0.0,2.646,0.007,2.771,0.007
0001_pika_2470897855_sora_watermark.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.135,0.019,2.865,0.007,3.172,0.034,2.641,0.022,2.854,0.007
0001_ray2_1_alpha_0.5.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.812,0.013,2.771,0.015,2.63,0.032,2.667,0.015,2.786,0.007
0001_ray2_1_alpha_0.6.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.802,0.019,2.755,0.019,2.62,0.019,2.641,0.013,2.792,0.015
0001_ray2_1_alpha_0.7.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.797,0.013,2.75,0.022,2.62,0.015,2.646,0.007,2.776,0.019
0001_ray2_1_alpha_0.9.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.75,0.0,2.708,0.007,2.62,0.015,2.615,0.015,2.74,0.007
0001_ray2_1_alpha_1.0.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.74,0.007,2.703,0.013,2.62,0.019,2.609,0.013,2.74,0.015
0001_ray2_1_sora_watermark.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.26,0.007,3.13,0.015,3.115,0.007,2.828,0.0,3.188,0.0
0001_ray2_1_alpha_0.8.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.823,0.027,2.771,0.015,2.672,0.051,2.656,0.022,2.807,0.015
0001_sora_0_alpha_0.1.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",2.818,0.019,2.448,0.073,3.333,0.015,3.198,0.027,2.411,0.053
0001_sora_0_alpha_0.2.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.026,0.075,2.714,0.096,3.432,0.019,3.271,0.059,2.667,0.075
0001_sora_0_alpha_0.3.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.521,0.165,3.208,0.153,3.74,0.119,3.505,0.058,3.234,0.18
0001_sora_0_alpha_0.4.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.693,0.027,3.38,0.058,3.833,0.039,3.604,0.053,3.391,0.058
0001_sora_0_alpha_0.5.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.693,0.027,3.359,0.034,3.896,0.029,3.641,0.038,3.411,0.032
0001_sora_0_alpha_0.7.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.724,0.029,3.411,0.053,3.88,0.052,3.635,0.064,3.432,0.07
0001_sora_0_alpha_0.6.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.76,0.007,3.495,0.027,3.896,0.027,3.714,0.027,3.51,0.032
0001_sora_0_alpha_0.9.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.703,0.046,3.417,0.064,3.854,0.037,3.661,0.027,3.474,0.075
0001_sora_0_alpha_0.8.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.771,0.053,3.495,0.082,3.896,0.075,3.698,0.104,3.531,0.088
