video,prompt,visual_quality_mean,visual_quality_std,temporal_consistency_mean,temporal_consistency_std,dynamic_degree_mean,dynamic_degree_std,text_to_video_alignment_mean,text_to_video_alignment_std,factual_consistency_mean,factual_consistency_std
0000_alpha_357741999_sora_watermark.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.688,0.0,3.781,0.0,4.031,0.0,3.938,0.0,3.891,0.0
0000_hunyuan_1724_alpha_0.9.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.667,0.015,3.76,0.015,4.052,0.029,3.891,0.0,3.948,0.029
0000_hunyuan_1724_alpha_1.0.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.688,0.022,3.771,0.037,4.021,0.015,3.901,0.029,3.922,0.022
0000_hunyuan_1724_alpha_0.7.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.729,0.029,3.833,0.037,4.073,0.029,3.927,0.015,3.927,0.015
0000_hunyuan_1724_alpha_0.8.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.745,0.029,3.812,0.022,4.073,0.029,3.906,0.022,3.938,0.022
0000_hunyuan_1724_sora_watermark.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.771,0.027,3.823,0.041,4.094,0.026,3.948,0.027,3.969,0.026
0000_pika_1657819738_alpha_0.1.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.693,0.032,3.635,0.027,4.031,0.026,3.917,0.027,3.885,0.015
0000_pika_1657819738_alpha_0.3.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.703,0.044,3.672,0.044,4.042,0.015,3.938,0.044,3.885,0.037
0000_pika_1657819738_alpha_0.2.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.703,0.022,3.641,0.044,4.021,0.029,3.927,0.029,3.885,0.015
0000_pika_1657819738_alpha_0.5.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.703,0.0,3.656,0.0,4.062,0.0,3.969,0.0,3.906,0.0
0000_pika_1657819738_alpha_0.4.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.719,0.051,3.656,0.038,4.052,0.015,3.932,0.039,3.911,0.027
0000_pika_1657819738_alpha_0.6.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.719,0.038,3.688,0.034,4.031,0.026,3.943,0.041,3.922,0.022
0000_pika_1657819738_alpha_0.7.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.734,0.044,3.724,0.037,4.052,0.015,3.948,0.029,3.917,0.029
0000_pika_1657819738_alpha_0.8.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.734,0.022,3.698,0.029,4.052,0.015,3.943,0.037,3.927,0.007
0000_pika_1657819738_alpha_0.9.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.708,0.007,3.656,0.022,3.99,0.029,3.932,0.015,3.901,0.007
0000_pika_1657819738_alpha_1.0.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.703,0.022,3.672,0.044,4.052,0.015,3.922,0.034,3.906,0.0
0000_pika_1657819738_sora_watermark.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.797,0.0,3.766,0.0,4.062,0.0,4.0,0.0,3.922,0.0
0000_ray2_1_alpha_0.1.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.781,0.022,3.792,0.037,4.104,0.015,3.932,0.015,3.958,0.015
0000_ray2_1_alpha_0.3.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.766,0.022,3.807,0.032,4.094,0.026,3.932,0.019,3.969,0.013
0000_ray2_1_alpha_0.5.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.75,0.0,3.797,0.0,4.094,0.0,3.938,0.0,3.938,0.0
0000_ray2_1_alpha_0.4.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.776,0.015,3.828,0.022,4.104,0.015,3.932,0.015,3.927,0.007
0000_ray2_1_alpha_0.2.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.797,0.022,3.812,0.022,4.115,0.015,3.953,0.022,3.964,0.015
0000_ray2_1_alpha_0.7.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.766,0.022,3.828,0.022,4.115,0.015,3.943,0.015,3.958,0.015
0000_ray2_1_alpha_0.6.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.786,0.029,3.818,0.015,4.104,0.015,3.948,0.015,3.964,0.015
0000_ray2_1_alpha_0.8.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.76,0.037,3.812,0.022,4.104,0.015,3.958,0.007,3.922,0.022
0000_sora_0_alpha_0.1.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.677,0.029,3.714,0.037,4.021,0.029,3.891,0.022,3.854,0.015
0000_sora_0_alpha_0.2.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.667,0.037,3.672,0.046,4.0,0.026,3.87,0.037,3.854,0.019
0000_ray2_1_alpha_0.9.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.776,0.029,3.812,0.022,4.104,0.029,3.943,0.015,3.932,0.007
0000_ray2_1_alpha_1.0.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.776,0.007,3.839,0.029,4.125,0.044,3.958,0.015,3.953,0.022
0000_ray2_1_sora_watermark.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.839,0.015,3.833,0.029,4.083,0.029,3.979,0.015,4.0,0.0
0000_sora_0_alpha_0.3.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.708,0.037,3.75,0.022,4.031,0.0,3.911,0.015,3.891,0.0
0000_sora_0_alpha_0.4.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.677,0.032,3.714,0.048,4.031,0.026,3.885,0.027,3.896,0.015
0000_sora_0_alpha_0.5.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.641,0.0,3.688,0.0,3.984,0.0,3.875,0.0,3.859,0.0
0000_sora_0_alpha_0.7.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.651,0.007,3.656,0.0,3.974,0.007,3.854,0.007,3.849,0.007
0000_sora_0_alpha_0.6.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.677,0.041,3.698,0.059,4.005,0.041,3.87,0.027,3.885,0.027
0000_sora_0_alpha_0.8.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.661,0.052,3.703,0.044,4.0,0.022,3.88,0.029,3.875,0.022
0000_sora_0_alpha_1.0.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.625,0.0,3.656,0.0,3.984,0.0,3.875,0.0,3.891,0.0
0000_sora_0_sora_watermark.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.755,0.019,3.766,0.034,4.042,0.039,3.953,0.013,3.917,0.007
0000_sora_0_alpha_0.9.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.708,0.037,3.75,0.044,4.026,0.052,3.917,0.029,3.911,0.037
0001_alpha_219242721_alpha_0.2.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.776,0.007,3.849,0.037,3.969,0.022,3.896,0.037,3.896,0.015
0001_alpha_219242721_alpha_0.1.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.797,0.0,3.859,0.0,3.969,0.0,3.922,0.0,3.891,0.0
0001_alpha_219242721_alpha_0.4.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.797,0.022,3.833,0.015,3.969,0.0,3.865,0.007,3.891,0.0
0001_alpha_219242721_alpha_0.6.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.792,0.007,3.854,0.015,3.974,0.007,3.896,0.007,3.917,0.007
0001_alpha_219242721_alpha_0.3.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.766,0.0,3.844,0.0,4.0,0.0,3.906,0.0,3.891,0.0
0001_alpha_219242721_alpha_0.8.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.797,0.022,3.828,0.022,3.99,0.007,3.906,0.022,3.932,0.015
0001_alpha_219242721_alpha_0.7.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.797,0.0,3.844,0.0,3.953,0.0,3.875,0.0,3.891,0.0
0001_alpha_219242721_alpha_0.5.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.771,0.007,3.844,0.0,3.99,0.015,3.906,0.022,3.906,0.0
0001_alpha_219242721_alpha_1.0.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.766,0.0,3.802,0.029,3.958,0.007,3.891,0.0,3.885,0.015
0001_alpha_219242721_alpha_0.9.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.786,0.007,3.859,0.022,3.99,0.015,3.901,0.007,3.906,0.0
0001_hunyuan_1724_alpha_0.1.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.776,0.015,3.854,0.015,3.969,0.0,3.911,0.007,3.906,0.0
0001_hunyuan_1724_alpha_0.3.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.792,0.019,3.875,0.013,3.984,0.013,3.932,0.007,3.901,0.019
0001_hunyuan_1724_alpha_0.2.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.792,0.015,3.859,0.022,3.995,0.007,3.943,0.007,3.917,0.015
0001_hunyuan_1724_alpha_0.4.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.771,0.007,3.875,0.0,3.984,0.0,3.932,0.007,3.917,0.007
0001_alpha_219242721_sora_watermark.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.802,0.007,3.87,0.029,4.01,0.015,3.943,0.015,3.901,0.007
0001_hunyuan_1724_alpha_0.6.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.734,0.0,3.828,0.0,4.0,0.0,3.891,0.0,3.906,0.0
0001_hunyuan_1724_alpha_0.5.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.797,0.0,3.88,0.015,3.995,0.007,3.958,0.015,3.911,0.007
0001_hunyuan_1724_alpha_0.7.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.745,0.015,3.828,0.0,3.99,0.007,3.917,0.015,3.911,0.007
0001_hunyuan_1724_alpha_0.8.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.786,0.007,3.854,0.015,3.979,0.037,3.953,0.022,3.927,0.007
0001_hunyuan_1724_alpha_0.9.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.797,0.0,3.87,0.007,4.021,0.015,3.938,0.0,3.927,0.007
0001_hunyuan_1724_alpha_1.0.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.802,0.007,3.854,0.015,3.979,0.007,3.958,0.007,3.932,0.007
0001_hunyuan_1724_sora_watermark.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.828,0.022,3.906,0.022,3.99,0.015,3.958,0.015,3.901,0.007
0001_pika_2470897855_alpha_0.1.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.635,0.015,3.604,0.048,3.932,0.027,3.839,0.019,3.781,0.026
0001_pika_2470897855_alpha_0.2.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.625,0.0,3.531,0.0,3.938,0.0,3.828,0.0,3.766,0.0
0001_pika_2470897855_alpha_0.4.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.682,0.027,3.625,0.056,3.958,0.015,3.865,0.027,3.792,0.015
0001_pika_2470897855_alpha_0.3.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.677,0.007,3.62,0.037,3.964,0.007,3.849,0.007,3.781,0.0
0001_pika_2470897855_alpha_0.5.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.682,0.015,3.625,0.066,3.943,0.007,3.865,0.007,3.792,0.015
0001_pika_2470897855_alpha_0.7.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.661,0.029,3.625,0.066,3.938,0.022,3.839,0.037,3.776,0.037
0001_pika_2470897855_alpha_0.8.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.641,0.022,3.568,0.007,3.927,0.007,3.823,0.015,3.74,0.007
0001_pika_2470897855_alpha_0.6.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.651,0.039,3.625,0.089,3.958,0.019,3.859,0.022,3.776,0.048
0001_pika_2470897855_alpha_0.9.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.672,0.022,3.641,0.044,3.943,0.007,3.839,0.015,3.781,0.022
0001_pika_2470897855_sora_watermark.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.755,0.015,3.755,0.015,3.995,0.007,3.943,0.007,3.901,0.029
0001_ray2_1_alpha_0.1.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.682,0.015,3.682,0.015,3.953,0.022,3.87,0.015,3.865,0.007
0001_pika_2470897855_alpha_1.0.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.703,0.0,3.703,0.0,4.0,0.0,3.891,0.0,3.828,0.0
0001_ray2_1_alpha_0.3.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.656,0.0,3.677,0.007,3.938,0.0,3.854,0.007,3.859,0.0
0001_ray2_1_alpha_0.2.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.682,0.015,3.714,0.015,3.953,0.0,3.896,0.007,3.901,0.007
0001_ray2_1_alpha_0.4.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.708,0.015,3.734,0.022,3.979,0.015,3.901,0.037,3.906,0.0
0001_ray2_1_alpha_0.5.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.688,0.022,3.719,0.044,3.974,0.015,3.917,0.029,3.891,0.022
0001_ray2_1_alpha_0.6.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.677,0.019,3.693,0.041,3.969,0.0,3.896,0.032,3.875,0.013
0001_ray2_1_alpha_0.7.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.677,0.015,3.74,0.037,3.979,0.007,3.917,0.029,3.911,0.015
0001_ray2_1_alpha_0.9.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.693,0.007,3.714,0.039,3.974,0.007,3.906,0.022,3.917,0.007
0001_ray2_1_alpha_0.8.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.688,0.0,3.734,0.0,3.969,0.0,3.922,0.0,3.875,0.0
0001_ray2_1_alpha_1.0.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.688,0.0,3.703,0.0,3.953,0.0,3.891,0.0,3.891,0.0
0001_ray2_1_sora_watermark.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.766,0.0,3.807,0.015,4.021,0.029,3.948,0.015,3.958,0.015
0001_sora_0_alpha_0.1.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.667,0.007,3.651,0.007,3.979,0.007,3.865,0.015,3.865,0.015
0001_sora_0_alpha_0.2.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.635,0.007,3.661,0.015,3.974,0.007,3.828,0.0,3.865,0.015
0001_sora_0_alpha_0.3.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.646,0.052,3.667,0.059,4.0,0.022,3.844,0.044,3.849,0.029
0001_sora_0_alpha_0.5.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.625,0.022,3.641,0.022,3.979,0.007,3.828,0.0,3.833,0.029
0001_sora_0_alpha_0.4.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.646,0.007,3.677,0.029,3.974,0.019,3.844,0.013,3.844,0.0
0001_sora_0_alpha_0.7.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.661,0.029,3.651,0.059,3.979,0.015,3.823,0.037,3.88,0.007
0001_sora_0_alpha_0.6.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.661,0.007,3.682,0.037,4.01,0.015,3.854,0.037,3.875,0.0
0001_sora_0_alpha_0.9.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.651,0.019,3.656,0.046,3.984,0.038,3.839,0.052,3.844,0.013
0001_sora_0_alpha_1.0.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.661,0.007,3.672,0.044,3.99,0.029,3.849,0.029,3.854,0.015
