video,prompt,visual_quality_mean,visual_quality_std,temporal_consistency_mean,temporal_consistency_std,dynamic_degree_mean,dynamic_degree_std,text_to_video_alignment_mean,text_to_video_alignment_std,factual_consistency_mean,factual_consistency_std
0000_pika_1657819738_alpha_0.8.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.167,0.236,3.333,0.236,3.8,0.0,2.967,0.33,2.567,0.33
0000_pika_1657819738_alpha_1.0.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.067,0.094,2.567,0.094,4.0,0.0,2.5,0.163,2.0,0.163
0000_pika_1657819738_alpha_0.9.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.367,0.125,2.833,0.125,3.967,0.047,2.5,0.216,2.1,0.294
0000_pika_1657819738_sora_watermark.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.433,0.17,3.033,0.262,4.0,0.0,2.7,0.163,2.0,0.141
0000_ray2_1_alpha_0.1.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.333,0.236,2.867,0.287,4.0,0.0,2.867,0.094,2.467,0.249
0000_ray2_1_alpha_0.2.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.3,0.216,2.7,0.141,3.933,0.094,2.367,0.262,2.033,0.125
0000_ray2_1_alpha_0.3.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.4,0.141,2.867,0.17,4.067,0.094,2.7,0.294,2.167,0.287
0000_ray2_1_alpha_0.5.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.6,0.141,2.967,0.125,4.0,0.0,2.7,0.356,2.467,0.33
0000_ray2_1_alpha_0.4.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.5,0.0,3.033,0.125,3.933,0.189,2.733,0.205,2.3,0.374
0000_ray2_1_alpha_0.6.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.467,0.249,2.933,0.205,3.967,0.047,2.633,0.34,2.0,0.356
0000_ray2_1_alpha_0.7.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.467,0.047,2.867,0.094,3.967,0.047,2.567,0.094,2.033,0.125
0000_ray2_1_alpha_0.8.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.6,0.283,3.067,0.386,4.133,0.094,2.633,0.34,2.1,0.294
0000_ray2_1_alpha_0.9.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.467,0.205,2.933,0.094,4.1,0.082,2.9,0.082,2.167,0.309
0000_ray2_1_alpha_1.0.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.633,0.125,2.933,0.189,4.067,0.094,3.033,0.34,2.167,0.249
0000_ray2_1_sora_watermark.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.567,0.094,2.833,0.047,3.867,0.094,2.967,0.205,2.2,0.245
0000_sora_0_alpha_0.1.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.167,0.236,2.933,0.419,3.933,0.094,2.367,0.125,1.9,0.082
0000_sora_0_alpha_0.2.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.6,0.141,2.867,0.094,4.0,0.0,2.4,0.141,2.3,0.374
0000_sora_0_alpha_0.3.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.5,0.245,3.067,0.33,4.0,0.0,2.433,0.094,1.833,0.125
0000_sora_0_alpha_0.4.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.167,0.236,2.8,0.245,3.933,0.094,2.5,0.245,1.967,0.205
0000_sora_0_alpha_0.5.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.133,0.094,2.633,0.094,4.0,0.0,2.467,0.236,1.867,0.094
0000_sora_0_alpha_0.6.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.433,0.33,3.033,0.125,3.967,0.047,2.733,0.33,2.467,0.34
0000_sora_0_alpha_0.7.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.367,0.262,2.867,0.094,3.833,0.236,2.9,0.294,2.5,0.245
0000_sora_0_alpha_0.8.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.5,0.0,2.833,0.047,4.0,0.0,2.667,0.309,2.133,0.262
0000_sora_0_alpha_0.9.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.5,0.245,2.967,0.205,3.833,0.236,2.533,0.17,2.067,0.189
0000_sora_0_alpha_1.0.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.6,0.141,3.0,0.141,4.067,0.094,2.5,0.245,1.9,0.163
0000_sora_0_sora_watermark.mp4,"A bustling city marketplace from dawn to dusk, capturing vendors setting up, colorful goods being sold, diverse crowds interacting, lights illuminating as night falls, and the vibrant energy transitioning between day and night.",3.467,0.249,3.033,0.34,4.0,0.0,2.7,0.374,2.167,0.386
0001_alpha_219242721_alpha_0.1.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.533,0.249,3.167,0.45,3.9,0.294,3.1,0.082,2.133,0.262
0001_alpha_219242721_alpha_0.2.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.4,0.283,2.933,0.419,4.067,0.094,2.733,0.249,1.967,0.047
0001_alpha_219242721_alpha_0.3.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.267,0.377,3.267,0.33,4.067,0.094,2.867,0.287,2.267,0.377
0001_alpha_219242721_alpha_0.4.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.067,0.094,3.0,0.245,3.867,0.094,2.667,0.386,2.1,0.356
0001_alpha_219242721_alpha_0.5.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.733,0.094,3.167,0.249,4.033,0.125,2.7,0.245,2.5,0.455
0001_alpha_219242721_alpha_0.6.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.333,0.236,3.3,0.141,3.867,0.094,3.1,0.497,2.133,0.094
0001_alpha_219242721_alpha_0.7.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.7,0.141,3.267,0.33,3.833,0.17,2.967,0.33,2.8,0.356
0001_alpha_219242721_alpha_0.8.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.6,0.141,3.0,0.163,4.067,0.094,2.467,0.047,2.0,0.082
0001_alpha_219242721_alpha_0.9.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.467,0.205,2.867,0.125,4.033,0.047,2.633,0.403,1.967,0.17
0001_alpha_219242721_alpha_1.0.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.333,0.236,3.1,0.535,4.0,0.163,2.7,0.374,2.1,0.216
0001_alpha_219242721_sora_watermark.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.5,0.245,3.0,0.356,4.0,0.0,2.533,0.205,2.1,0.294
0001_hunyuan_1724_alpha_0.1.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.733,0.17,2.933,0.189,4.033,0.125,2.667,0.249,2.3,0.216
0001_hunyuan_1724_alpha_0.2.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.7,0.163,3.1,0.216,3.933,0.189,3.167,0.047,2.367,0.262
0001_hunyuan_1724_alpha_0.3.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.433,0.33,3.033,0.368,4.033,0.125,2.9,0.356,2.067,0.309
0001_hunyuan_1724_alpha_0.4.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.367,0.236,2.733,0.047,4.0,0.0,2.533,0.33,2.033,0.33
0001_hunyuan_1724_alpha_0.5.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.5,0.245,2.667,0.125,3.967,0.047,2.7,0.374,2.0,0.141
0001_hunyuan_1724_alpha_0.6.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.467,0.33,2.967,0.17,3.967,0.33,2.8,0.497,2.367,0.45
0001_hunyuan_1724_alpha_0.7.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.533,0.287,3.067,0.33,4.0,0.0,2.6,0.216,1.867,0.047
0001_hunyuan_1724_alpha_0.8.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.467,0.34,3.267,0.33,3.967,0.047,2.867,0.287,2.3,0.141
0001_hunyuan_1724_alpha_0.9.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.533,0.236,3.2,0.356,4.067,0.094,2.9,0.49,2.367,0.419
0001_hunyuan_1724_alpha_1.0.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.7,0.141,3.033,0.125,4.133,0.094,2.867,0.094,2.133,0.262
0001_hunyuan_1724_sora_watermark.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.7,0.141,3.0,0.0,3.933,0.249,3.233,0.377,2.733,0.205
0001_pika_2470897855_alpha_0.2.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.6,0.141,2.867,0.094,4.133,0.094,2.467,0.205,1.967,0.094
0001_pika_2470897855_alpha_0.1.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.567,0.094,2.933,0.047,4.133,0.094,2.933,0.094,1.967,0.205
0001_pika_2470897855_alpha_0.3.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.233,0.205,2.733,0.205,3.933,0.094,2.5,0.356,2.067,0.309
0001_pika_2470897855_alpha_0.4.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.5,0.245,3.0,0.356,4.067,0.094,2.5,0.356,2.067,0.309
0001_pika_2470897855_alpha_0.5.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.6,0.163,2.867,0.094,4.0,0.141,2.8,0.294,2.233,0.205
0001_pika_2470897855_alpha_0.6.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.433,0.33,2.8,0.0,4.0,0.0,2.5,0.0,1.767,0.125
0001_pika_2470897855_alpha_0.7.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.533,0.047,2.967,0.125,3.933,0.094,2.567,0.17,2.067,0.047
0001_pika_2470897855_alpha_0.8.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.4,0.141,3.033,0.236,4.0,0.0,2.633,0.236,1.967,0.17
0001_pika_2470897855_alpha_0.9.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.533,0.377,3.133,0.249,3.967,0.047,2.9,0.283,2.5,0.432
0001_pika_2470897855_alpha_1.0.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.6,0.141,3.167,0.287,4.067,0.094,2.733,0.094,2.233,0.205
0001_pika_2470897855_sora_watermark.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.5,0.245,2.967,0.205,4.0,0.0,2.767,0.525,2.0,0.163
0001_ray2_1_alpha_0.1.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.6,0.141,3.067,0.249,4.033,0.125,2.967,0.125,2.233,0.205
0001_ray2_1_alpha_0.2.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.267,0.377,3.033,0.33,4.067,0.094,2.667,0.236,2.233,0.249
0001_ray2_1_alpha_0.4.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.5,0.245,3.0,0.356,4.033,0.125,2.5,0.163,2.0,0.163
0001_ray2_1_alpha_0.5.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.4,0.141,2.833,0.125,4.0,0.0,2.5,0.216,2.067,0.309
0001_ray2_1_alpha_0.3.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.633,0.189,2.8,0.0,4.033,0.047,2.6,0.163,2.033,0.125
0001_ray2_1_alpha_0.6.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.7,0.141,2.967,0.33,3.967,0.047,2.767,0.205,1.9,0.0
0001_ray2_1_alpha_0.7.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.3,0.294,2.9,0.216,3.967,0.205,2.667,0.262,2.1,0.294
0001_ray2_1_alpha_0.8.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.6,0.141,2.9,0.082,3.8,0.216,2.567,0.094,2.033,0.368
0001_ray2_1_alpha_0.9.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.433,0.33,2.967,0.17,4.0,0.0,2.9,0.216,2.167,0.309
0001_ray2_1_alpha_1.0.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.433,0.33,2.833,0.047,4.033,0.125,2.767,0.309,2.033,0.125
0001_sora_0_alpha_0.1.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.333,0.236,3.067,0.309,3.867,0.094,2.567,0.17,1.967,0.047
0001_ray2_1_sora_watermark.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.167,0.236,3.267,0.411,4.0,0.0,2.667,0.125,2.133,0.33
0001_sora_0_alpha_0.2.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.5,0.0,3.067,0.189,3.9,0.082,3.067,0.525,2.2,0.216
0001_sora_0_alpha_0.3.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.5,0.082,2.933,0.094,4.033,0.125,3.133,0.094,2.167,0.309
0001_sora_0_alpha_0.4.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.633,0.125,3.0,0.163,4.067,0.094,2.667,0.309,2.033,0.125
0001_sora_0_alpha_0.5.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.433,0.33,2.967,0.047,4.0,0.0,2.667,0.499,2.133,0.262
0001_sora_0_alpha_0.6.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.667,0.189,3.067,0.125,4.067,0.094,3.1,0.294,2.233,0.249
0001_sora_0_alpha_0.8.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.567,0.17,2.967,0.17,4.1,0.141,2.8,0.216,2.067,0.309
0001_sora_0_alpha_0.7.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.167,0.236,2.867,0.094,3.767,0.205,2.8,0.294,2.267,0.205
0001_sora_0_alpha_0.9.mp4,"A futuristic operating room where surgeons use holographic interfaces to guide the transplantation of precise 3D-printed organs, assisted by robotic technology.",3.633,0.094,3.067,0.309,4.033,0.047,2.667,0.17,2.233,0.205
